,1_early,1_late,2_early,2_late,3_early,3_late,4_early,4_late,5_early,5_late,6_early,6_late
0.2,448.4862895,448.4862895,460.0920951,460.0920951,460.0920951,460.0920951,460.0920951,460.0920951,422.0817383,422.0817383,422.0817383,422.0817383
0.21,469.3453793,469.3453793,480.2175761,480.2175761,480.2175761,480.2175761,480.2175761,480.2175761,442.0606799,442.0606799,442.0606799,442.0606799
0.22,490.6792991,490.6792991,500.3748924,500.3748924,500.3748924,500.3748924,500.3748924,500.3748924,462.2233642,462.2233642,462.2233642,462.2233642
0.23,512.5486957,512.5486957,520.5764215,520.5764215,520.5764215,520.5764215,520.5764215,520.5764215,482.6522606,482.6522606,482.6522606,482.6522606
0.24,535.0181682,535.0181682,540.8340313,540.8340313,540.8340313,540.8340313,540.8340313,540.8340313,503.4353846,503.4353846,503.4353846,503.4353846
0.25,558.1610909,558.1610909,561.1592118,561.1592118,561.1592118,561.1592118,561.1592118,561.1592118,524.6616304,524.6616304,524.6616304,524.6616304
0.26,582.0589505,582.0589505,581.5787833,581.5787833,581.5787833,581.5787833,581.5787833,581.5787833,546.4237334,546.4237334,546.4237334,546.4237334
0.27,606.8015221,606.8015221,602.157222,602.157222,602.157222,602.157222,602.157222,602.157222,568.8212438,568.8212438,568.8212438,568.8212438
0.28,632.4889155,632.4889155,622.9621249,622.9621249,622.9621249,622.9621249,622.9621249,622.9621249,591.963795,591.963795,591.963795,591.963795
0.29,659.2340782,659.2340782,644.0597916,644.0597916,644.0597916,644.0597916,644.0597916,644.0597916,615.9749756,615.9749756,615.9749756,615.9749756
0.3,687.1659224,687.1659224,665.5169843,665.5169843,665.5169843,665.5169843,665.5169843,665.5169843,640.9971921,640.9971921,640.9971921,640.9971921
0.31,716.4333173,716.4333173,687.4025449,687.4025449,687.4025449,687.4025449,687.4025449,687.4025449,667.1980743,667.1980743,667.1980743,667.1980743
0.32,747.2102946,747.2102946,709.788996,709.788996,709.788996,709.788996,709.788996,709.788996,694.7792606,694.7792606,694.7792606,694.7792606
0.33,779.7029784,779.7029784,732.754236,732.754236,732.754236,732.754236,732.754236,732.754236,723.9889194,723.9889194,723.9889194,723.9889194
0.34,814.1590248,814.1590248,756.3834436,756.3834436,756.3834436,756.3834436,756.3834436,756.3834436,755.1403078,755.1403078,755.1403078,755.1403078
0.35,850.8808006,850.8808006,780.7713206,780.7713206,780.7713206,780.7713206,780.7713206,780.7713206,788.6405081,788.6405081,788.6405081,788.6405081
0.36,890.2443121,890.2443121,806.0248429,806.0248429,806.0248429,806.0248429,806.0248429,806.0248429,825.0200932,825.0200932,825.0200932,825.0200932
0.37,932.7270001,932.7270001,832.2667467,832.2667467,832.2667467,832.2667467,832.2667467,832.2667467,864.829602,864.829602,864.829602,864.829602
0.38,978.8905652,978.8905652,859.6400787,859.6400787,859.6400787,859.6400787,859.6400787,859.6400787,908.6750722,908.6750722,908.6750722,908.6750722
0.39,1029.315065,1029.315065,888.3143024,888.3143024,888.3143024,888.3143024,888.3143024,888.3143024,957.3177084,957.3177084,957.3177084,957.3177084
0.4,1084.691475,1084.691475,918.4937249,918.4937249,918.4937249,918.4937249,918.4937249,918.4937249,1011.729282,1011.729282,1011.729282,1011.729282
