,1_early,1_late,2_early,2_late,3_early,3_late,4_early,4_late,5_early,5_late,6_early,6_late
0.43,4750,4750,4750,4750,4750,4750,4713.83137,4713.83137,2953.879061,2953.879061,1514.320507,1514.320507
0.44,4750,4750,4750,4750,4750,4750,4750,4750,3011.996096,3011.996096,1540.192873,1540.192873
0.45,4750,4750,4750,4750,4750,4750,4750,4750,3069.434653,3069.434653,1566.329542,1566.329542
0.46,4750,4750,4750,4750,4750,4750,4750,4750,3126.245995,3126.245995,1592.757205,1592.757205
0.47,4750,4750,4750,4750,4750,4750,4750,4750,3182.48053,3182.48053,1619.503333,1619.503333
0.48,4750,4750,4750,4750,4750,4750,4750,4750,3238.187682,3238.187682,1646.596344,1646.596344
0.49,4750,4750,4750,4750,4750,4750,4750,4750,3293.416324,3293.416324,1674.065776,1674.065776
0.5,4750,4750,4750,4750,4750,4750,4750,4750,3348.246725,3348.246725,1701.94247,1701.94247
0.51,4750,4750,4750,4750,4750,4750,4750,4750,3402.804653,3402.804653,1730.258768,1730.258768
0.52,4750,4750,4750,4750,4750,4750,4750,4750,3457.208515,3457.208515,1759.048728,1759.048728
0.53,4750,4750,4750,4750,4750,4750,4750,4750,3511.567057,3511.567057,1788.348355,1788.348355
0.54,4750,4750,4750,4750,4750,4750,4750,4750,3565.981844,3565.981844,1818.195862,1818.195862
0.55,4750,4750,4750,4750,4750,4750,4750,4750,3620.549248,3620.549248,1848.631949,1848.631949
0.56,4750,4750,4750,4750,4750,4750,4750,4750,3675.362093,3675.362093,1879.70013,1879.70013
0.57,4750,4750,4750,4750,4750,4750,4750,4750,3730.511053,3730.511053,1911.447089,1911.447089
0.58,4750,4750,4750,4750,4750,4750,4750,4750,3786.085888,3786.085888,1943.923081,1943.923081
0.59,4750,4750,4750,4750,4750,4750,4750,4750,3842.176558,3842.176558,1977.182402,1977.182402
0.6,4750,4750,4750,4750,4750,4750,4750,4750,3898.874283,3898.874283,2011.283898,2011.283898
0.61,4750,4750,4750,4750,4750,4750,4750,4750,3956.272556,3956.272556,2046.287627,2046.287627
0.62,4750,4750,4750,4750,4750,4750,4750,4750,4014.468178,4014.468178,2082.248928,2082.248928
0.63,4750,4750,4750,4750,4750,4750,4750,4750,4073.562314,4073.562314,2119.226119,2119.226119
0.64,4750,4750,4750,4750,4750,4750,4750,4750,4133.661623,4133.661623,2157.282347,2157.282347
0.65,4750,4750,4750,4750,4750,4750,4750,4750,4194.879478,4194.879478,2196.486158,2196.486158
0.66,4750,4750,4750,4750,4750,4750,4750,4750,4257.337324,4257.337324,2236.912147,2236.912147
0.67,4750,4750,4750,4750,4750,4750,4750,4750,4321.166216,4321.166216,2278.641705,2278.641705
0.68,4750,4750,4750,4750,4750,4750,4750,4750,4386.508565,4386.508565,2321.76389,2321.76389
0.69,4750,4750,4750,4750,4750,4750,4750,4750,4453.520184,4453.520184,2366.376429,2366.376429
0.7,4750,4750,4750,4750,4750,4750,4750,4750,4522.37268,4522.37268,2412.586893,2412.586893
0.71,4750,4750,4750,4750,4750,4750,4750,4750,4593.256301,4593.256301,2460.514072,2460.514072
0.72,4750,4750,4750,4750,4750,4750,4750,4750,4666.383326,4666.383326,2510.289598,2510.289598
0.73,4750,4750,4750,4750,4750,4750,4750,4750,4741.976577,4741.976577,2562.059862,2562.059862
0.74,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,2615.98831,2615.98831
0.75,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,2672.258184,2672.258184
0.76,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,2731.075844,2731.075844
0.77,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,2792.674801,2792.674801
0.78,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,2857.32067,2857.32067
0.79,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,2925.31729,2925.31729
0.8,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,2997.014367,2997.014367
0.81,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3072.817111,3072.817111
0.82,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3153.198527,3153.198527
0.83,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3238.71528,3238.71528
0.84,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3330.028459,3330.028459
0.85,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3427.931162,3427.931162
0.86,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3533.385916,3533.385916
0.87,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3647.586846,3647.586846
0.88,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3772.046075,3772.046075
0.89,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,3908.693268,3908.693268
0.9,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4060.039896,4060.039896
0.91,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4229.435304,4229.435304
0.92,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4421.479493,4421.479493
0.93,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4642.722838,4642.722838
0.94,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.95,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.96,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.97,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.98,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.99,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
