,1_early,1_late,2_early,2_late,3_early,3_late,4_early,4_late,5_early,5_late,6_early,6_late
0.66,1694.133211,1694.133211,1472.826539,1472.826539,1337.55028,1337.55028,1230.993,1230.993,1177.362383,1177.362383,964.2194539,964.2194539
0.67,1734.367201,1734.367201,1505.759251,1505.759251,1370.175151,1370.175151,1260.482875,1260.482875,1205.128499,1205.128499,988.9577071,988.9577071
0.68,1775.9121,1775.9121,1539.526776,1539.526776,1403.608238,1403.608238,1290.695403,1290.695403,1233.478676,1233.478676,1014.307796,1014.307796
0.69,1818.863776,1818.863776,1574.195152,1574.195152,1437.915679,1437.915679,1321.6884,1321.6884,1262.465538,1262.465538,1040.319212,1040.319212
0.7,1863.328037,1863.328037,1609.836624,1609.836624,1473.169574,1473.169574,1353.524912,1353.524912,1292.145876,1292.145876,1067.045856,1067.045856
0.71,1909.422064,1909.422064,1646.530557,1646.530557,1509.448906,1509.448906,1386.274006,1386.274006,1322.581357,1322.581357,1094.546714,1094.546714
0.72,1957.276112,1957.276112,1684.364528,1684.364528,1546.840614,1546.840614,1420.011699,1420.011699,1353.839335,1353.839335,1122.886652,1122.886652
0.73,2007.03552,2007.03552,1723.435605,1723.435605,1585.440862,1585.440862,1454.822043,1454.822043,1385.993795,1385.993795,1152.137347,1152.137347
0.74,2058.863136,2058.863136,1763.851877,1763.851877,1625.356544,1625.356544,1490.798423,1490.798423,1419.126476,1419.126476,1182.378395,1182.378395
0.75,2112.942227,2112.942227,1805.734288,1805.734288,1666.707084,1666.707084,1528.045112,1528.045112,1453.328191,1453.328191,1213.698632,1213.698632
0.76,2169.480012,2169.480012,1849.218852,1849.218852,1709.626616,1709.626616,1566.679132,1566.679132,1488.700424,1488.700424,1246.19773,1246.19773
0.77,2228.71199,2228.71199,1894.459359,1894.459359,1754.266626,1754.266626,1606.832537,1606.832537,1525.357255,1525.357255,1279.988136,1279.988136
0.78,2290.907269,2290.907269,1941.63069,1941.63069,1800.799204,1800.799204,1648.655194,1648.655194,1563.427721,1563.427721,1315.197443,1315.197443
0.79,2356.375202,2356.375202,1990.932934,1990.932934,1849.421068,1849.421068,1692.318233,1692.318233,1603.058721,1603.058721,1351.971329,1351.971329
0.8,2425.47371,2425.47371,2042.596541,2042.596541,1900.358599,1900.358599,1738.01836,1738.01836,1644.418643,1644.418643,1390.477227,1390.477227
0.81,2498.619868,2498.619868,2096.888838,2096.888838,1953.874199,1953.874199,1785.983291,1785.983291,1687.701935,1687.701935,1430.908954,1430.908954
0.82,2576.303474,2576.303474,2154.122374,2154.122374,2010.27444,2010.27444,1836.478699,1836.478699,1733.134926,1733.134926,1473.492624,1473.492624
0.83,2659.104711,2659.104711,2214.665729,2214.665729,2069.920596,2069.920596,1889.8172,1889.8172,1780.983349,1780.983349,1518.494295,1518.494295
0.84,2747.717442,2747.717442,2278.957728,2278.957728,2133.242498,2133.242498,1946.370127,1946.370127,1831.562184,1831.562184,1566.22999,1566.22999
0.85,2842.980413,2842.980413,2347.526413,2347.526413,2200.757,2200.757,2006.583211,2006.583211,1885.248748,1885.248748,1617.079045,1617.079045
0.86,2945.919813,2945.919813,2421.014818,2421.014818,2273.09306,2273.09306,2070.997831,2070.997831,1942.500401,1942.500401,1671.502188,1671.502188
0.87,3057.808457,3057.808457,2500.216685,2500.216685,2351.026453,2351.026453,2140.280361,2140.280361,2003.878967,2003.878967,1730.066511,1730.066511
0.88,3180.250011,3180.250011,2586.127062,2586.127062,2435.528919,2435.528919,2215.263613,2215.263613,2070.085164,2070.085164,1793.480727,1793.480727
0.89,3315.301954,3315.301954,2680.015873,2680.015873,2527.839538,2527.839538,2297.006888,2297.006888,2142.008402,2142.008402,1862.646253,1862.646253
0.9,3465.66064,3465.66064,2783.538118,2783.538118,2629.571539,2629.571539,2386.885552,2386.885552,2220.800941,2220.800941,1938.733397,1938.733397
0.91,3634.949842,3634.949842,2898.904847,2898.904847,2742.877803,2742.877803,2486.729424,2486.729424,2307.992216,2307.992216,2023.299035,2023.299035
0.92,3828.188894,3828.188894,3029.159805,3029.159805,2870.718274,2870.718274,2599.045552,2599.045552,2405.672511,2405.672511,2118.476007,2118.476007
0.93,4052.540225,4052.540225,3178.65048,3178.65048,3017.314547,3017.314547,2727.395412,2727.395412,2516.803199,2516.803199,2227.293702,2227.293702
0.94,4318.682829,4318.682829,3353.882835,3353.882835,3188.973125,3188.973125,2877.074796,2877.074796,2645.774496,2645.774496,2354.255703,2354.255703
0.95,4643.619212,4643.619212,3565.203974,3565.203974,3395.702332,3395.702332,3056.441785,3056.441785,2799.491643,2799.491643,2506.46752,2506.46752
0.96,4745,4745,3830.438249,3830.438249,3654.751375,3654.751375,3279.803832,3279.803832,2989.728191,2989.728191,2696.086861,2696.086861
0.97,4745,4745,4183.701543,4183.701543,3999.640321,3999.640321,3574.721309,3574.721309,3239.054437,3239.054437,2946.51691,2946.51691
0.98,4745,4745,4704.247143,4704.247143,4508.818862,4508.818862,4005.385274,4005.385274,3599.712145,3599.712145,3312.204866,3312.204866
0.99,4745,4745,4745,4745,4745,4745,4745,4745,4246.743282,4246.743282,3976.882965,3976.882965
